anzsco_code,occupation,education,percentage
3241,Panelbeaters,Bachelor degree,1.4
3242,Vehicle Body Builders and Trimmers,Bachelor degree,2.2
3243,Vehicle Painters,Bachelor degree,1.4
3311,Bricklayers and Stonemasons,Bachelor degree,2.0
3312,Carpenters and Joiners,Bachelor degree,2.8
3321,Floor Finishers,Bachelor degree,3.5
3322,Painting Trades Workers,Bachelor degree,4.2
3331,Glaziers,Bachelor degree,2.3
3332,Plasterers,Bachelor degree,2.6
3333,Roof Tilers,Bachelor degree,1.6
3334,Wall and Floor Tilers,Bachelor degree,4.4
3341,Plumbers,Bachelor degree,1.2
3411,Electricians,Bachelor degree,2.7
3421,Airconditioning and Refrigeration Mechanics,Bachelor degree,2.6
3422,Electrical Distribution Trades Workers,Bachelor degree,2.2
3423,Electronics Trades Workers,Bachelor degree,12.8
3424,Telecommunications Trades Workers,Bachelor degree,11.7
3511,Bakers and Pastrycooks,Bachelor degree,11.1
3512,Butchers and Smallgoods Makers,Bachelor degree,2.5
3513,Chefs,Bachelor degree,14.4
3514,Cooks,Bachelor degree,11.6
3611,Animal Attendants and Trainers,Bachelor degree,13.1
3612,Shearers,Bachelor degree,1.5
3613,Veterinary Nurses,Bachelor degree,13.9
3621,Florists,Bachelor degree,15.2
3622,Gardeners,Bachelor degree,6.9
3623,Greenkeepers,Bachelor degree,2.8
3624,Nurserypersons,Bachelor degree,13.3
3911,Hairdressers,Bachelor degree,1.8
3921,Print Finishers and Screen Printers,Bachelor degree,8.0
3922,Graphic Pre-press Trades Workers,Bachelor degree,19.1
3923,Printers,Bachelor degree,8.3
3931,Canvas and Leather Goods Makers,Bachelor degree,6.5
3932,Clothing Trades Workers,Bachelor degree,15.0
3933,Upholsterers,Bachelor degree,4.0
3941,Cabinetmakers,Bachelor degree,3.4
3942,Wood Machinists and Other Wood Trades Workers,Bachelor degree,11.1
3991,Boat Builders and Shipwrights,Bachelor degree,4.8
3992,"Chemical, Gas, Petroleum and Power Plant Operators",Bachelor degree,7.8
3993,"Gallery, Library and Museum Technicians",Bachelor degree,21.7
3994,Jewellers,Bachelor degree,14.8
3995,Performing Arts Technicians,Bachelor degree,26.2
3996,Signwriters,Bachelor degree,5.6
3999,Other Miscellaneous Technicians and Trades Workers,Bachelor degree,14.5
4111,Ambulance Officers and Paramedics,Bachelor degree,56.6
4112,"Dental Hygienists, Technicians and Therapists",Bachelor degree,38.2
4113,Diversional Therapists,Bachelor degree,16.1
4114,Enrolled and Mothercraft Nurses,Bachelor degree,7.9
4115,Indigenous Health Workers,Bachelor degree,8.2
4116,Massage Therapists,Bachelor degree,21.1
4117,Welfare Support Workers,Bachelor degree,25.8
4211,Child Carers,Bachelor degree,13.3
4221,Education Aides,Bachelor degree,13.0
4231,Aged and Disabled Carers,Bachelor degree,13.4
4232,Dental Assistants,Bachelor degree,12.5
4233,Nursing Support and Personal Care Workers,Bachelor degree,15.4
4234,Special Care Workers,Bachelor degree,20.6
4311,Bar Attendants and Baristas,Bachelor degree,12.2
4312,Cafe Workers,Bachelor degree,8.6
4313,Gaming Workers,Bachelor degree,21.7
4314,Hotel Service Managers,Bachelor degree,21.4
4315,Waiters,Bachelor degree,13.2
4319,Other Hospitality Workers,Bachelor degree,12.0
4411,Defence Force Members - Other Ranks,Bachelor degree,7.7
4412,Fire and Emergency Workers,Bachelor degree,15.6
4413,Police,Bachelor degree,24.4
4421,Prison Officers,Bachelor degree,9.7
4422,Security Officers and Guards,Bachelor degree,13.5
4511,Beauty Therapists,Bachelor degree,8.5
4512,Driving Instructors,Bachelor degree,12.4
4513,Funeral Workers,Bachelor degree,9.8
4514,"Gallery, Museum and Tour Guides",Bachelor degree,29.5
4515,Personal Care Consultants,Bachelor degree,17.8
4516,Tourism and Travel Advisers,Bachelor degree,21.4
4517,Travel Attendants,Bachelor degree,14.5
4518,Other Personal Service Workers,Bachelor degree,18.5
4521,Fitness Instructors,Bachelor degree,24.4
4522,Outdoor Adventure Guides,Bachelor degree,25.4
4523,"Sports Coaches, Instructors and Officials",Bachelor degree,14.6
4524,Sportspersons,Bachelor degree,10.1
5111,"Contract, Program and Project Administrators",Bachelor degree,32.2
5121,Office Managers,Bachelor degree,16.0
5122,Practice Managers,Bachelor degree,24.2
5211,Personal Assistants,Bachelor degree,16.9
5212,Secretaries,Bachelor degree,12.4
5311,General Clerks,Bachelor degree,16.6
5321,Keyboard Operators,Bachelor degree,15.2
5411,Call or Contact Centre Workers,Bachelor degree,16.9
5412,Information Officers,Bachelor degree,20.1
5421,Receptionists,Bachelor degree,12.7
5511,Accounting Clerks,Bachelor degree,21.1
5512,Bookkeepers,Bachelor degree,19.9
5513,Payroll Clerks,Bachelor degree,18.3
5521,Bank Workers,Bachelor degree,26.7
5522,Credit and Loans Officers,Bachelor degree,30.2
5523,"Insurance, Money Market and Statistical Clerks",Bachelor degree,23.8
5611,Betting Clerks,Bachelor degree,12.0
5612,Couriers and Postal Deliverers,Bachelor degree,11.1
5613,Filing and Registry Clerks,Bachelor degree,19.7
5614,Mail Sorters,Bachelor degree,14.2
5615,Survey Interviewers,Bachelor degree,27.5
5616,Switchboard Operators,Bachelor degree,10.3
5619,Other Clerical and Office Support Workers,Bachelor degree,14.6
5911,Purchasing and Supply Logistics Clerks,Bachelor degree,16.6
5912,Transport and Despatch Clerks,Bachelor degree,13.7
5991,Conveyancers and Legal Executives,Bachelor degree,23.6
5992,Court and Legal Clerks,Bachelor degree,26.0
5993,Debt Collectors,Bachelor degree,17.3
5994,Human Resource Clerks,Bachelor degree,20.6
5995,Inspectors and Regulatory Officers,Bachelor degree,24.5
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Bachelor degree,22.0
5997,Library Assistants,Bachelor degree,20.6
5999,Other Miscellaneous Clerical and Administrative Workers,Bachelor degree,28.9
6111,"Auctioneers, and Stock and Station Agents",Bachelor degree,9.9
6112,Insurance Agents,Bachelor degree,23.2
6113,Sales Representatives,Bachelor degree,20.2
6121,Real Estate Sales Agents,Bachelor degree,19.8
6211,Sales Assistants (General),Bachelor degree,9.4
6212,ICT Sales Assistants,Bachelor degree,27.6
6213,Motor Vehicle and Vehicle Parts Salespersons,Bachelor degree,6.4
6214,Pharmacy Sales Assistants,Bachelor degree,10.0
6215,Retail Supervisors,Bachelor degree,12.1
6216,Service Station Attendants,Bachelor degree,13.4
6217,Street Vendors and Related Salespersons,Bachelor degree,19.9
6219,Other Sales Assistants and Salespersons,Bachelor degree,10.5
6311,Checkout Operators and Office Cashiers,Bachelor degree,7.6
6391,Models and Sales Demonstrators,Bachelor degree,10.4
6392,Retail and Wool Buyers,Bachelor degree,36.9
6393,Telemarketers,Bachelor degree,14.7
6394,Ticket Salespersons,Bachelor degree,17.1
6395,Visual Merchandisers,Bachelor degree,18.0
6399,Other Sales Support Workers,Bachelor degree,13.8
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",Bachelor degree,5.7
7112,Industrial Spraypainters,Bachelor degree,2.6
7113,Paper and Wood Processing Machine Operators,Bachelor degree,4.3
7114,Photographic Developers and Printers,Bachelor degree,20.2
7115,Plastics and Rubber Production Machine Operators,Bachelor degree,5.0
7116,Sewing Machinists,Bachelor degree,7.3
7117,Textile and Footwear Production Machine Operators,Bachelor degree,8.3
7119,Other Machine Operators,Bachelor degree,12.9
7121,"Crane, Hoist and Lift Operators",Bachelor degree,2.3
7122,"Drillers, Miners and Shot Firers",Bachelor degree,2.5
7123,Engineering Production Workers,Bachelor degree,5.6
7129,Other Stationary Plant Operators,Bachelor degree,5.6
7211,"Agricultural, Forestry and Horticultural Plant Operators",Bachelor degree,3.5
7212,Earthmoving Plant Operators,Bachelor degree,1.2
7213,Forklift Drivers,Bachelor degree,4.9
7219,Other Mobile Plant Operators,Bachelor degree,6.0
7311,Automobile Drivers,Bachelor degree,18.9
7312,Bus and Coach Drivers,Bachelor degree,10.3
7313,Train and Tram Drivers,Bachelor degree,8.4
7321,Delivery Drivers,Bachelor degree,12.7
7331,Truck Drivers,Bachelor degree,3.8
7411,Storepersons,Bachelor degree,9.1
8111,Car Detailers,Bachelor degree,5.7
8112,Commercial Cleaners,Bachelor degree,11.1
8113,Domestic Cleaners,Bachelor degree,10.2
8114,Housekeepers,Bachelor degree,12.1
8115,Laundry Workers,Bachelor degree,8.7
8116,Other Cleaners,Bachelor degree,6.7
8211,Building and Plumbing Labourers,Bachelor degree,5.3
8212,Concreters,Bachelor degree,1.9
8213,Fencers,Bachelor degree,3.3
8214,Insulation and Home Improvement Installers,Bachelor degree,4.3
8215,Paving and Surfacing Labourers,Bachelor degree,1.6
8216,Railway Track Workers,Bachelor degree,4.4
8217,Structural Steel Construction Workers,Bachelor degree,3.9
8219,Other Construction and Mining Labourers,Bachelor degree,5.4
8311,Food and Drink Factory Workers,Bachelor degree,11.2
8312,"Meat Boners and Slicers, and Slaughterers",Bachelor degree,6.0
8313,"Meat, Poultry and Seafood Process Workers",Bachelor degree,8.4
8321,Packers,Bachelor degree,10.8
8322,Product Assemblers,Bachelor degree,9.1
8391,Metal Engineering Process Workers,Bachelor degree,4.0
8392,Plastics and Rubber Factory Workers,Bachelor degree,6.0
8393,Product Quality Controllers,Bachelor degree,20.5
8394,Timber and Wood Process Workers,Bachelor degree,2.7
8399,Other Factory Process Workers,Bachelor degree,7.3
8411,Aquaculture Workers,Bachelor degree,8.5
8412,Crop Farm Workers,Bachelor degree,8.7
8413,Forestry and Logging Workers,Bachelor degree,6.5
8414,Garden and Nursery Labourers,Bachelor degree,5.5
8415,Livestock Farm Workers,Bachelor degree,7.1
8416,Mixed Crop and Livestock Farm Workers,Bachelor degree,6.0
8419,"Other Farm, Forestry and Garden Workers",Bachelor degree,9.4
8511,Fast Food Cooks,Bachelor degree,4.7
8512,Food Trades Assistants,Bachelor degree,7.9
8513,Kitchenhands,Bachelor degree,8.2
8911,Freight and Furniture Handlers,Bachelor degree,5.8
8912,Shelf Fillers,Bachelor degree,8.5
8991,Caretakers,Bachelor degree,7.5
8992,Deck and Fishing Hands,Bachelor degree,5.7
8993,Handypersons,Bachelor degree,7.0
8994,Motor Vehicle Parts and Accessories Fitters,Bachelor degree,1.9
8995,Printing Assistants and Table Workers,Bachelor degree,9.9
8996,Recycling and Rubbish Collectors,Bachelor degree,3.2
8997,Vending Machine Attendants,Bachelor degree,9.6
8999,Other Miscellaneous Labourers,Bachelor degree,7.3
111211,Corporate General Managers,Bachelor degree,30.5
111212,Defence Force Senior Officers,Bachelor degree,12.6
111311,Local Government Legislators,Bachelor degree,27.5
111312,Members of Parliament,Bachelor degree,42.7
111399,Other Legislators,Bachelor degree,18.2
121211,Cotton Growers,Bachelor degree,13.2
121212,Flower Growers,Bachelor degree,16.4
121213,Fruit and Nut Growers,Bachelor degree,12.2
121214,"Grain, Oilseed and Pasture Growers",Bachelor degree,10.3
121215,Grape Growers,Bachelor degree,16.1
121216,Mixed Crop Farmers,Bachelor degree,10.8
121217,Sugar Cane Growers,Bachelor degree,3.8
121218,Turf Growers,Bachelor degree,4.6
121221,Vegetable Growers,Bachelor degree,8.9
121299,Other Crop Farmers,Bachelor degree,15.7
121311,Beekeepers,Bachelor degree,10.9
121312,Beef Cattle Farmers,Bachelor degree,11.3
121313,Dairy Cattle Farmers,Bachelor degree,9.2
121314,Deer Farmers,Bachelor degree,
121315,Goat Farmers,Bachelor degree,14.4
121316,Horse Breeders,Bachelor degree,13.0
121317,Mixed Livestock Farmers,Bachelor degree,13.2
121318,Pig Farmers,Bachelor degree,23.8
121321,Poultry Farmers,Bachelor degree,12.1
121322,Sheep Farmers,Bachelor degree,11.8
121399,Other Livestock Farmers,Bachelor degree,12.6
131112,Sales and Marketing Managers,Bachelor degree,36.0
131113,Advertising Managers,Bachelor degree,54.0
131114,Public Relations Managers,Bachelor degree,51.0
133111,Construction Project Managers,Bachelor degree,32.1
133112,Project Builders,Bachelor degree,9.8
133311,Importers and Exporters,Bachelor degree,29.1
133312,Wholesalers,Bachelor degree,17.7
133511,Forest Managers,Bachelor degree,29.4
133512,Manufacturing Production Managers,Bachelor degree,17.6
133513,Mine Managers,Bachelor degree,25.0
133611,Supply and Distribution Managers,Bachelor degree,21.2
133612,Procurement Managers,Bachelor degree,31.0
134211,Medical Administrators,Bachelor degree,29.7
134212,Nursing Clinical Directors,Bachelor degree,43.6
134213,Primary Health Organisation Managers,Bachelor degree,30.5
134214,Welfare Centre Managers,Bachelor degree,32.3
134299,Other Health and Welfare Services Managers,Bachelor degree,33.5
134411,Faculty Heads,Bachelor degree,22.3
134412,Regional Education Managers,Bachelor degree,39.3
134499,Education Managers (not covered elsewhere),Bachelor degree,34.2
135111,Chief Information Officers,Bachelor degree,42.0
135112,ICT Project Managers,Bachelor degree,43.8
135199,Other ICT Managers,Bachelor degree,38.2
139111,Commissioned Defence Force Officers,Bachelor degree,29.1
139112,Commissioned Fire Officers,Bachelor degree,12.4
139113,Commissioned Police Officers,Bachelor degree,22.9
139911,Arts Administrators and Managers,Bachelor degree,39.7
139912,Environmental Managers,Bachelor degree,47.3
139913,Laboratory Managers,Bachelor degree,38.2
139914,Quality Assurance Managers,Bachelor degree,35.8
139915,Sports Administrators,Bachelor degree,40.2
139999,Specialist Managers (not covered elsewhere),Bachelor degree,30.8
141911,Bed and Breakfast Operators,Bachelor degree,22.6
141912,Retirement Village Managers,Bachelor degree,17.3
141999,Accommodation and Hospitality Managers (not covered elsewhere),Bachelor degree,22.9
142111,Retail Managers (General),Bachelor degree,16.5
142112,Antique Dealers,Bachelor degree,19.8
142113,Betting Agency Managers,Bachelor degree,11.3
142114,Hair and Beauty Salon Managers,Bachelor degree,11.5
142115,Post Office Managers,Bachelor degree,14.8
142116,Travel Agency Managers,Bachelor degree,25.6
149111,Amusement Centre Managers,Bachelor degree,22.3
149112,Fitness Centre Managers,Bachelor degree,25.1
149113,Sports Centre Managers,Bachelor degree,23.0
149211,Call Centre or Contact Centre Managers,Bachelor degree,16.8
149212,Customer Service Managers,Bachelor degree,22.1
149411,Fleet Managers,Bachelor degree,11.8
149412,Railway Station Managers,Bachelor degree,15.8
149413,Transport Company Managers,Bachelor degree,11.5
149911,Boarding Kennel and Cattery Operators,Bachelor degree,12.4
149912,Cinema and Theatre Managers,Bachelor degree,26.5
149913,Facilities Managers,Bachelor degree,16.8
149914,Bank Managers and Branch Managers,Bachelor degree,24.8
149915,Equipment Hire Managers,Bachelor degree,10.5
149999,"Hospitality, Retail and Service Managers (not covered elsewhere)",Bachelor degree,20.8
211111,Actors,Bachelor degree,40.9
211112,Dancers and Choreographers,Bachelor degree,17.4
211113,Entertainers and Variety Artists,Bachelor degree,26.0
211199,"Other Actors, Dancers and Entertainers",Bachelor degree,28.2
211211,Composers,Bachelor degree,38.4
211212,Music Directors,Bachelor degree,44.5
211213,Musicians,Bachelor degree,35.0
211214,Singers,Bachelor degree,28.7
211299,Other Music Professionals,Bachelor degree,37.9
211411,Painters (Visual Arts),Bachelor degree,33.2
211412,Potters and Ceramic Artists,Bachelor degree,35.5
