ï»¿Year,Year ending,Local Government Area,postcode,suburb_name,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,SAL_CODE21
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,5,20828
2025,March,Greater Bendigo,3550,East Bendigo,C Drug offences,C30 Drug use and possession,C32 Drug possession,1,20828
2025,March,Greater Bendigo,3550,East Bendigo,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,1,20828
2025,March,Greater Bendigo,3550,East Bendigo,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,9,20828
2025,March,Greater Bendigo,3550,East Bendigo,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1,20828
2025,March,Greater Bendigo,3550,East Bendigo,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,34,20828
2025,March,Greater Bendigo,3550,East Bendigo,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,5,20828
2025,March,Greater Bendigo,3550,East Bendigo,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,20828
2025,March,Greater Bendigo,3550,Flora Hill,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,10,20931
2025,March,Greater Bendigo,3550,Flora Hill,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,3,20931
2025,March,Greater Bendigo,3550,Flora Hill,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,12,20931
2025,March,Greater Bendigo,3550,Flora Hill,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,3,20931
2025,March,Greater Bendigo,3550,Flora Hill,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1,20931
2025,March,Greater Bendigo,3550,Flora Hill,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2,20931
2025,March,Greater Bendigo,3550,Flora Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,2,20931
2025,March,Greater Bendigo,3550,Flora Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,20931
2025,March,Greater Bendigo,3550,Flora Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,3,20931
2025,March,Greater Bendigo,3550,Flora Hill,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,20931
2025,March,Greater Bendigo,3550,Flora Hill,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,20931
2025,March,Greater Bendigo,3550,Flora Hill,A Crimes against the person,Other crimes against the person,Other crimes against the person,7,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B10 Arson,B11 Cause damage by fire,3,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B20 Property damage,B21 Criminal damage,28,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B20 Property damage,B22 Graffiti,2,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,9,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,13,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,18,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,49,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,2,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B40 Theft,B49 Other theft,12,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,20931
2025,March,Greater Bendigo,3550,Flora Hill,B Property and deception offences,B50 Deception,B54 State false information,1,20931
2025,March,Greater Bendigo,3550,Flora Hill,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,20931
2025,March,Greater Bendigo,3550,Flora Hill,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,2,20931
2025,March,Greater Bendigo,3550,Flora Hill,C Drug offences,C30 Drug use and possession,C32 Drug possession,3,20931
2025,March,Greater Bendigo,3550,Flora Hill,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,1,20931
2025,March,Greater Bendigo,3550,Flora Hill,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,3,20931
2025,March,Greater Bendigo,3550,Flora Hill,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,20931
2025,March,Greater Bendigo,3550,Flora Hill,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,1,20931
2025,March,Greater Bendigo,3550,Flora Hill,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,5,20931
2025,March,Greater Bendigo,3550,Flora Hill,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1,20931
2025,March,Greater Bendigo,3550,Flora Hill,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,22,20931
2025,March,Greater Bendigo,3550,Flora Hill,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2,20931
2025,March,Greater Bendigo,3550,Flora Hill,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,20931
2025,March,Greater Bendigo,3550,Ironbark,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,1,21241
2025,March,Greater Bendigo,3550,Ironbark,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,21241
2025,March,Greater Bendigo,3550,Ironbark,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,3,21241
2025,March,Greater Bendigo,3550,Ironbark,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2,21241
2025,March,Greater Bendigo,3550,Ironbark,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,1,21241
2025,March,Greater Bendigo,3550,Ironbark,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,2,21241
2025,March,Greater Bendigo,3550,Ironbark,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,2,21241
2025,March,Greater Bendigo,3550,Ironbark,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,21241
2025,March,Greater Bendigo,3550,Ironbark,A Crimes against the person,Other crimes against the person,Other crimes against the person,6,21241
2025,March,Greater Bendigo,3550,Ironbark,B Property and deception offences,B20 Property damage,B21 Criminal damage,17,21241
2025,March,Greater Bendigo,3550,Ironbark,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,21241
2025,March,Greater Bendigo,3550,Ironbark,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,21241
2025,March,Greater Bendigo,3550,Ironbark,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,5,21241
2025,March,Greater Bendigo,3550,Ironbark,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,12,21241
2025,March,Greater Bendigo,3550,Ironbark,B Property and deception offences,B40 Theft,B43 Steal from a retail store,7,21241
2025,March,Greater Bendigo,3550,Ironbark,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1,21241
2025,March,Greater Bendigo,3550,Ironbark,B Property and deception offences,B40 Theft,B49 Other theft,5,21241
2025,March,Greater Bendigo,3550,Ironbark,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,21241
2025,March,Greater Bendigo,3550,Ironbark,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,2,21241
2025,March,Greater Bendigo,3550,Ironbark,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2,21241
2025,March,Greater Bendigo,3550,Ironbark,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,4,21241
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,8,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,15,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,16,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,7,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,3,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,4,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,2,21326
2025,March,Greater Bendigo,3550,Kennington,A Crimes against the person,Other crimes against the person,Other crimes against the person,14,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B20 Property damage,B21 Criminal damage,26,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B20 Property damage,B22 Graffiti,1,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,11,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,16,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,9,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,20,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,47,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B40 Theft,B43 Steal from a retail store,47,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,6,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,4,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B40 Theft,B49 Other theft,32,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3,21326
2025,March,Greater Bendigo,3550,Kennington,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,7,21326
2025,March,Greater Bendigo,3550,Kennington,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,21326
2025,March,Greater Bendigo,3550,Kennington,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,21326
