anzsco_code,occupation,industry,industry_code
621713,Street Vendors,Accommodation and Food Services,H
621713,Street Vendors,Manufacturing,C
621911,Materials Recyclers,Wholesale Trade,F
621911,Materials Recyclers,"Electricity, Gas, Water and Waste Services",D
621912,Rental Salespersons,"Rental, Hiring and Real Estate Services",L
621999,Sales Assistants and Salespersons (not covered elsewhere),Retail Trade,G
621999,Sales Assistants and Salespersons (not covered elsewhere),Wholesale Trade,F
621999,Sales Assistants and Salespersons (not covered elsewhere),"Agriculture, Forestry and Fishing",A
631111,Checkout Operators,Retail Trade,G
631111,Checkout Operators,Accommodation and Food Services,H
631112,Cashiers,Accommodation and Food Services,H
631112,Cashiers,Retail Trade,G
631112,Cashiers,Arts and Recreation Services,R
639111,Models,Arts and Recreation Services,R
639111,Models,Administrative and Support Services,N
639111,Models,"Professional, Scientific and Technical Services",M
639112,Sales Demonstrators,Retail Trade,G
639112,Sales Demonstrators,Wholesale Trade,F
639112,Sales Demonstrators,Manufacturing,C
639211,Retail Buyers,Retail Trade,G
639211,Retail Buyers,Wholesale Trade,F
639212,Wool Buyers,Wholesale Trade,F
639212,Wool Buyers,"Agriculture, Forestry and Fishing",A
639411,Ticket Sellers,"Transport, Postal and Warehousing",I
639411,Ticket Sellers,Information Media and Telecommunications,J
639411,Ticket Sellers,Accommodation and Food Services,H
639412,Transport Conductors,"Transport, Postal and Warehousing",I
711111,Clay Products Machine Operators,Manufacturing,C
711111,Clay Products Machine Operators,Construction,E
711112,Concrete Products Machine Operators,Construction,E
711112,Concrete Products Machine Operators,Manufacturing,C
711113,Glass Production Machine Operators,Manufacturing,C
711113,Glass Production Machine Operators,Construction,E
711114,Stone Processing Machine Operators,Manufacturing,C
711114,Stone Processing Machine Operators,Construction,E
711114,Stone Processing Machine Operators,Mining,B
711199,"Other Clay, Concrete, Glass and Stone Processing Machine Operators",Manufacturing,C
711199,"Other Clay, Concrete, Glass and Stone Processing Machine Operators",Construction,E
711311,Paper Products Machine Operators,Manufacturing,C
711313,Sawmilling Operators,Manufacturing,C
711313,Sawmilling Operators,"Agriculture, Forestry and Fishing",A
711314,Other Wood Processing Machine Operators,Manufacturing,C
711314,Other Wood Processing Machine Operators,Wholesale Trade,F
711314,Other Wood Processing Machine Operators,Construction,E
711511,Plastic Cablemaking Machine Operators,Manufacturing,C
711511,Plastic Cablemaking Machine Operators,Construction,E
711511,Plastic Cablemaking Machine Operators,"Electricity, Gas, Water and Waste Services",D
711512,Plastic Compounding and Reclamation Machine Operators,Manufacturing,C
711512,Plastic Compounding and Reclamation Machine Operators,Wholesale Trade,F
711512,Plastic Compounding and Reclamation Machine Operators,"Electricity, Gas, Water and Waste Services",D
711513,Plastics Fabricators and Welders,Manufacturing,C
711513,Plastics Fabricators and Welders,Construction,E
711513,Plastics Fabricators and Welders,Mining,B
711514,Plastics Production Machine Operators (General),Manufacturing,C
711515,Reinforced Plastic and Composite Production Workers,Manufacturing,C
711515,Reinforced Plastic and Composite Production Workers,Construction,E
711516,Rubber Production Machine Operators,Manufacturing,C
711516,Rubber Production Machine Operators,Mining,B
711516,Rubber Production Machine Operators,Wholesale Trade,F
711599,Other Plastics and Rubber Production Machine Operators,Manufacturing,C
711599,Other Plastics and Rubber Production Machine Operators,Construction,E
711711,Footwear Production Machine Operators,Manufacturing,C
711712,Hide and Skin Processing Machine Operators,Manufacturing,C
711712,Hide and Skin Processing Machine Operators,Other Services,S
711713,Knitting Machine Operators,Manufacturing,C
711714,Textile Dyeing and Finishing Machine Operators,Manufacturing,C
711715,Weaving Machine Operators,Manufacturing,C
711716,Yarn Carding and Spinning Machine Operators,"Agriculture, Forestry and Fishing",A
711716,Yarn Carding and Spinning Machine Operators,Manufacturing,C
711799,Other Textile and Footwear Production Machine Operators,Manufacturing,C
711799,Other Textile and Footwear Production Machine Operators,"Agriculture, Forestry and Fishing",A
711911,Chemical Production Machine Operators,Manufacturing,C
711911,Chemical Production Machine Operators,Wholesale Trade,F
711911,Chemical Production Machine Operators,Retail Trade,G
711912,Motion Picture Projectionists,Information Media and Telecommunications,J
711912,Motion Picture Projectionists,Arts and Recreation Services,R
711913,Sand Blasters,Construction,E
711913,Sand Blasters,Manufacturing,C
711914,Sterilisation Technicians,Health Care and Social Assistance,Q
711999,Machine Operators (not covered elsewhere),"Electricity, Gas, Water and Waste Services",D
711999,Machine Operators (not covered elsewhere),Construction,E
711999,Machine Operators (not covered elsewhere),Manufacturing,C
712211,Drillers,Mining,B
712211,Drillers,Construction,E
712212,Miners,Mining,B
712213,Shot Firers,Mining,B
712213,Shot Firers,Manufacturing,C
712911,Boiler and Engine Operators,Manufacturing,C
712911,Boiler and Engine Operators,Mining,B
712911,Boiler and Engine Operators,"Agriculture, Forestry and Fishing",A
712912,Bulk Materials Handling Plant Operators,"Transport, Postal and Warehousing",I
712912,Bulk Materials Handling Plant Operators,Mining,B
712912,Bulk Materials Handling Plant Operators,Wholesale Trade,F
712913,Cement Production Plant Operators,Manufacturing,C
712913,Cement Production Plant Operators,Construction,E
712914,Concrete Batching Plant Operators,Manufacturing,C
712914,Concrete Batching Plant Operators,Construction,E
712915,Concrete Pump Operators,Construction,E
712916,Paper and Pulp Mill Operators,Manufacturing,C
712917,Railway Signal Operators,"Transport, Postal and Warehousing",I
712917,Railway Signal Operators,Construction,E
712917,Railway Signal Operators,Manufacturing,C
712918,Train Controllers,"Transport, Postal and Warehousing",I
712918,Train Controllers,Mining,B
712921,Waste Water and Water Plant Operators,"Electricity, Gas, Water and Waste Services",D
712921,Waste Water and Water Plant Operators,Public Administration and Safety,O
712921,Waste Water and Water Plant Operators,Mining,B
712922,Weighbridge Operators,"Electricity, Gas, Water and Waste Services",D
712922,Weighbridge Operators,Manufacturing,C
712922,Weighbridge Operators,Mining,B
712999,Stationary Plant Operators (not covered elsewhere),Mining,B
712999,Stationary Plant Operators (not covered elsewhere),Manufacturing,C
712999,Stationary Plant Operators (not covered elsewhere),Construction,E
721111,Agricultural and Horticultural Mobile Plant Operators,"Agriculture, Forestry and Fishing",A
721111,Agricultural and Horticultural Mobile Plant Operators,Public Administration and Safety,O
721112,Logging Plant Operators,"Agriculture, Forestry and Fishing",A
721112,Logging Plant Operators,Manufacturing,C
721211,Earthmoving Plant Operators (General),Construction,E
721211,Earthmoving Plant Operators (General),Public Administration and Safety,O
721212,Backhoe Operators,Construction,E
721212,Backhoe Operators,Public Administration and Safety,O
721212,Backhoe Operators,"Electricity, Gas, Water and Waste Services",D
721213,Bulldozer Operators,Mining,B
721213,Bulldozer Operators,Construction,E
721213,Bulldozer Operators,"Agriculture, Forestry and Fishing",A
721214,Excavator Operators,Construction,E
721215,Grader Operators,Construction,E
721215,Grader Operators,Public Administration and Safety,O
721215,Grader Operators,Mining,B
721216,Loader Operators,Construction,E
721216,Loader Operators,Mining,B
721216,Loader Operators,Manufacturing,C
721911,Aircraft Baggage Handlers and Airline Ground Crews,"Transport, Postal and Warehousing",I
721912,Linemarkers,Construction,E
721912,Linemarkers,Public Administration and Safety,O
721913,Paving Plant Operators,Construction,E
721913,Paving Plant Operators,Public Administration and Safety,O
721914,Railway Track Plant Operators,Construction,E
721914,Railway Track Plant Operators,"Transport, Postal and Warehousing",I
721914,Railway Track Plant Operators,Manufacturing,C
721915,Road Roller Operators,Construction,E
721915,Road Roller Operators,Public Administration and Safety,O
721916,Streetsweeper Operators,Public Administration and Safety,O
721916,Streetsweeper Operators,Administrative and Support Services,N
721916,Streetsweeper Operators,Construction,E
721999,Mobile Plant Operators (not covered elsewhere),Construction,E
721999,Mobile Plant Operators (not covered elsewhere),"Transport, Postal and Warehousing",I
721999,Mobile Plant Operators (not covered elsewhere),Public Administration and Safety,O
731111,Chauffeurs,"Transport, Postal and Warehousing",I
731111,Chauffeurs,Public Administration and Safety,O
731112,Taxi Drivers,"Transport, Postal and Warehousing",I
731199,Other Automobile Drivers,"Transport, Postal and Warehousing",I
731211,Bus Drivers,"Transport, Postal and Warehousing",I
731212,Charter and Tour Bus Drivers,"Transport, Postal and Warehousing",I
731212,Charter and Tour Bus Drivers,Administrative and Support Services,N
731213,Passenger Coach Drivers,"Transport, Postal and Warehousing",I
731311,Train Drivers,"Transport, Postal and Warehousing",I
731311,Train Drivers,Mining,B
731312,Tram Drivers,"Transport, Postal and Warehousing",I
733111,Truck Drivers (General),"Transport, Postal and Warehousing",I
733111,Truck Drivers (General),Construction,E
733111,Truck Drivers (General),"Electricity, Gas, Water and Waste Services",D
733112,Aircraft Refuellers,"Transport, Postal and Warehousing",I
733112,Aircraft Refuellers,Wholesale Trade,F
733112,Aircraft Refuellers,Public Administration and Safety,O
733113,Furniture Removalist Drivers,"Transport, Postal and Warehousing",I
733114,Tanker Drivers,"Transport, Postal and Warehousing",I
733114,Tanker Drivers,Construction,E
733114,Tanker Drivers,"Electricity, Gas, Water and Waste Services",D
733115,Tow Truck Drivers,"Transport, Postal and Warehousing",I
733115,Tow Truck Drivers,"Electricity, Gas, Water and Waste Services",D
733115,Tow Truck Drivers,Public Administration and Safety,O
811411,Commercial Housekeepers,Accommodation and Food Services,H
811411,Commercial Housekeepers,Administrative and Support Services,N
811411,Commercial Housekeepers,Health Care and Social Assistance,Q
811412,Domestic Housekeepers,Administrative and Support Services,N
811412,Domestic Housekeepers,Health Care and Social Assistance,Q
811412,Domestic Housekeepers,Accommodation and Food Services,H
811511,Laundry Workers (General),Other Services,S
811511,Laundry Workers (General),Health Care and Social Assistance,Q
811512,Drycleaners,Other Services,S
811513,Ironers and Pressers,Other Services,S
811513,Ironers and Pressers,Manufacturing,C
811513,Ironers and Pressers,Administrative and Support Services,N
811611,Carpet Cleaners,Other Services,S
811611,Carpet Cleaners,Administrative and Support Services,N
811612,Window Cleaners,Administrative and Support Services,N
811699,Cleaners (not covered elsewhere),Administrative and Support Services,N
811699,Cleaners (not covered elsewhere),Public Administration and Safety,O
811699,Cleaners (not covered elsewhere),"Electricity, Gas, Water and Waste Services",D
821111,Builder's Labourers,Construction,E
821112,"Drainage, Sewerage and Stormwater Labourers","Electricity, Gas, Water and Waste Services",D
821112,"Drainage, Sewerage and Stormwater Labourers",Public Administration and Safety,O
821112,"Drainage, Sewerage and Stormwater Labourers",Construction,E
821113,Earthmoving Labourers,Construction,E
821113,Earthmoving Labourers,Other Services,S
821114,Plumber's Assistants,Construction,E
821411,Building Insulation Installers,Construction,E
821412,Home Improvement Installers,Construction,E
821412,Home Improvement Installers,Manufacturing,C
821711,Construction Riggers,Construction,E
821711,Construction Riggers,Mining,B
821712,Scaffolders,Construction,E
821712,Scaffolders,Mining,B
821713,Steel Fixers,Construction,E
821714,Structural Steel Erectors,Construction,E
821714,Structural Steel Erectors,Manufacturing,C
821714,Structural Steel Erectors,"Transport, Postal and Warehousing",I
821911,Crane Chasers,Construction,E
821912,Driller's Assistants,Mining,B
821912,Driller's Assistants,Construction,E
821913,Laggers,Construction,E
821913,Laggers,Manufacturing,C
821914,Mining Support Workers,Mining,B
821914,Mining Support Workers,"Professional, Scientific and Technical Services",M
821914,Mining Support Workers,Manufacturing,C
821915,Surveyor's Assistants,"Professional, Scientific and Technical Services",M
821915,Surveyor's Assistants,Mining,B
821915,Surveyor's Assistants,Construction,E
831111,Baking Factory Workers,Manufacturing,C
831111,Baking Factory Workers,Retail Trade,G
831112,Brewery Workers,Manufacturing,C
831112,Brewery Workers,Accommodation and Food Services,H
831113,Confectionery Makers,Manufacturing,C
831113,Confectionery Makers,Retail Trade,G
831114,Dairy Products Makers,Manufacturing,C
831114,Dairy Products Makers,"Agriculture, Forestry and Fishing",A
831115,Fruit and Vegetable Factory Workers,Manufacturing,C
831115,Fruit and Vegetable Factory Workers,"Agriculture, Forestry and Fishing",A
831115,Fruit and Vegetable Factory Workers,Accommodation and Food Services,H
831116,Grain Mill Workers,Manufacturing,C
831116,Grain Mill Workers,"Agriculture, Forestry and Fishing",A
831117,Sugar Mill Workers,Manufacturing,C
831118,Winery Cellar Hands,Manufacturing,C
831199,Other Food and Drink Factory Workers,Manufacturing,C
831199,Other Food and Drink Factory Workers,Accommodation and Food Services,H
831199,Other Food and Drink Factory Workers,Wholesale Trade,F
831211,Meat Boners and Slicers,Manufacturing,C
831212,Slaughterers,Manufacturing,C
831311,Meat Process Workers,Manufacturing,C
831312,Poultry Process Workers,Manufacturing,C
831312,Poultry Process Workers,"Agriculture, Forestry and Fishing",A
831313,Seafood Process Workers,Manufacturing,C
831313,Seafood Process Workers,"Agriculture, Forestry and Fishing",A
831313,Seafood Process Workers,Wholesale Trade,F
832111,Chocolate Packers,Manufacturing,C
832111,Chocolate Packers,Retail Trade,G
832111,Chocolate Packers,Administrative and Support Services,N
832112,Container Fillers,Manufacturing,C
832112,Container Fillers,Administrative and Support Services,N
832113,Fruit and Vegetable Packers,"Agriculture, Forestry and Fishing",A
832113,Fruit and Vegetable Packers,Administrative and Support Services,N
832113,Fruit and Vegetable Packers,Retail Trade,G
832114,Meat Packers,Manufacturing,C
832114,Meat Packers,Retail Trade,G
832115,Seafood Packers,Manufacturing,C
832115,Seafood Packers,Wholesale Trade,F
832115,Seafood Packers,"Agriculture, Forestry and Fishing",A
832199,Other Packers,Manufacturing,C
832199,Other Packers,Retail Trade,G
832199,Other Packers,Administrative and Support Services,N
839211,Plastics Factory Workers,Manufacturing,C
839212,Rubber Factory Workers,Manufacturing,C
839212,Rubber Factory Workers,Wholesale Trade,F
839311,Product Examiners,Manufacturing,C
839311,Product Examiners,Retail Trade,G
839311,Product Examiners,Wholesale Trade,F
839312,Product Graders,"Agriculture, Forestry and Fishing",A
839312,Product Graders,Manufacturing,C
839312,Product Graders,Wholesale Trade,F
839313,Product Testers,Manufacturing,C
839313,Product Testers,"Professional, Scientific and Technical Services",M
839313,Product Testers,Construction,E
839411,Paper and Pulp Mill Workers,Manufacturing,C
839412,Sawmill and Timber Yard Workers,Manufacturing,C
839412,Sawmill and Timber Yard Workers,Wholesale Trade,F
839413,Wood and Wood Products Factory Workers,Manufacturing,C
839413,Wood and Wood Products Factory Workers,Construction,E
839413,Wood and Wood Products Factory Workers,"Rental, Hiring and Real Estate Services",L
839911,Cement and Concrete Plant Workers,Manufacturing,C
839911,Cement and Concrete Plant Workers,Construction,E
839912,Chemical Plant Workers,Manufacturing,C
839912,Chemical Plant Workers,Wholesale Trade,F
839913,Clay Processing Factory Workers,Manufacturing,C
839913,Clay Processing Factory Workers,Construction,E
839914,Fabric and Textile Factory Workers,Manufacturing,C
839914,Fabric and Textile Factory Workers,Retail Trade,G
839914,Fabric and Textile Factory Workers,Other Services,S
839915,Footwear Factory Workers,Manufacturing,C
839916,Glass Processing Workers,Manufacturing,C
839916,Glass Processing Workers,Construction,E
839917,Hide and Skin Processing Workers,Manufacturing,C
839917,Hide and Skin Processing Workers,Wholesale Trade,F
839918,Recycling Workers,"Electricity, Gas, Water and Waste Services",D
839918,Recycling Workers,Wholesale Trade,F
839918,Recycling Workers,Health Care and Social Assistance,Q
839999,Factory Process Workers (not covered elsewhere),Manufacturing,C
839999,Factory Process Workers (not covered elsewhere),Health Care and Social Assistance,Q
839999,Factory Process Workers (not covered elsewhere),Administrative and Support Services,N
841211,Fruit and Nut Farm Workers,"Agriculture, Forestry and Fishing",A
841212,Fruit and Nut Pickers,"Agriculture, Forestry and Fishing",A
841212,Fruit and Nut Pickers,Administrative and Support Services,N
841213,"Grain, Oilseed and Pasture Farm Workers","Agriculture, Forestry and Fishing",A
841214,Vegetable Farm Workers,"Agriculture, Forestry and Fishing",A
841215,Vegetable Pickers,"Agriculture, Forestry and Fishing",A
841215,Vegetable Pickers,Wholesale Trade,F
841215,Vegetable Pickers,Administrative and Support Services,N
841216,Vineyard Workers,"Agriculture, Forestry and Fishing",A
841216,Vineyard Workers,Manufacturing,C
841217,Mushroom Pickers,"Agriculture, Forestry and Fishing",A
841299,Other Crop Farm Workers,"Agriculture, Forestry and Fishing",A
841311,Forestry Workers,"Agriculture, Forestry and Fishing",A
841311,Forestry Workers,Administrative and Support Services,N
841311,Forestry Workers,Public Administration and Safety,O
841312,Logging Assistants,"Agriculture, Forestry and Fishing",A
841312,Logging Assistants,Manufacturing,C
841312,Logging Assistants,Administrative and Support Services,N
841313,Tree Fallers,"Agriculture, Forestry and Fishing",A
841313,Tree Fallers,Administrative and Support Services,N
841313,Tree Fallers,Manufacturing,C
841411,Garden Labourers,Administrative and Support Services,N
841411,Garden Labourers,Construction,E
841411,Garden Labourers,Public Administration and Safety,O
841412,Nursery Hands (Horticulture),"Agriculture, Forestry and Fishing",A
841412,Nursery Hands (Horticulture),Wholesale Trade,F
841412,Nursery Hands (Horticulture),Retail Trade,G
841511,Beef Cattle Farm Workers,"Agriculture, Forestry and Fishing",A
841512,Dairy Cattle Farm Workers,"Agriculture, Forestry and Fishing",A
841513,Mixed Livestock Farm Workers,"Agriculture, Forestry and Fishing",A
841514,Poultry Farm Workers,"Agriculture, Forestry and Fishing",A
841514,Poultry Farm Workers,Manufacturing,C
841515,Sheep Farm Workers,"Agriculture, Forestry and Fishing",A
841516,Stablehands,Arts and Recreation Services,R
841516,Stablehands,"Agriculture, Forestry and Fishing",A
841516,Stablehands,Education and Training,P
841517,Wool Handlers,"Agriculture, Forestry and Fishing",A
841599,Other Livestock Farm Workers,"Agriculture, Forestry and Fishing",A
841599,Other Livestock Farm Workers,Manufacturing,C
841911,Hunter-Trappers,"Agriculture, Forestry and Fishing",A
841911,Hunter-Trappers,Manufacturing,C
841911,Hunter-Trappers,Administrative and Support Services,N
841913,Pest Controllers,Administrative and Support Services,N
841999,"Farm, Forestry and Garden Workers (not covered elsewhere)","Agriculture, Forestry and Fishing",A
841999,"Farm, Forestry and Garden Workers (not covered elsewhere)",Construction,E
841999,"Farm, Forestry and Garden Workers (not covered elsewhere)",Public Administration and Safety,O
851211,Pastrycook's Assistants,Retail Trade,G
851211,Pastrycook's Assistants,Manufacturing,C
851299,Other Food Trades Assistants,Accommodation and Food Services,H
851299,Other Food Trades Assistants,Retail Trade,G
851299,Other Food Trades Assistants,Health Care and Social Assistance,Q
891111,Freight Handlers (Rail or Road),"Transport, Postal and Warehousing",I
891111,Freight Handlers (Rail or Road),Retail Trade,G
891111,Freight Handlers (Rail or Road),Manufacturing,C
891112,Truck Driver's Offsiders,"Transport, Postal and Warehousing",I
891112,Truck Driver's Offsiders,Manufacturing,C
891112,Truck Driver's Offsiders,Retail Trade,G
891113,Waterside Workers,"Transport, Postal and Warehousing",I
899211,Deck Hands,"Transport, Postal and Warehousing",I
899212,Fishing Hands,"Agriculture, Forestry and Fishing",A
899411,Motor Vehicle Parts and Accessories Fitters (General),Retail Trade,G
899411,Motor Vehicle Parts and Accessories Fitters (General),Other Services,S
899411,Motor Vehicle Parts and Accessories Fitters (General),Manufacturing,C
899412,Autoglaziers,Other Services,S
899412,Autoglaziers,Construction,E
899413,Exhaust and Muffler Repairers,Other Services,S
899413,Exhaust and Muffler Repairers,Manufacturing,C
899413,Exhaust and Muffler Repairers,Administrative and Support Services,N
899414,Radiator Repairers,Other Services,S
899414,Radiator Repairers,Retail Trade,G
899414,Radiator Repairers,Manufacturing,C
899415,Tyre Fitters,Other Services,S
899415,Tyre Fitters,Retail Trade,G
899415,Tyre Fitters,Manufacturing,C
899511,Printer's Assistants,Manufacturing,C
899511,Printer's Assistants,Information Media and Telecommunications,J
899512,Printing Table Workers,Manufacturing,C
899512,Printing Table Workers,Information Media and Telecommunications,J
899911,Bicycle Mechanics,Retail Trade,G
899911,Bicycle Mechanics,Other Services,S
899912,Car Park Attendants,Other Services,S
899912,Car Park Attendants,"Rental, Hiring and Real Estate Services",L
899912,Car Park Attendants,Public Administration and Safety,O
899913,Crossing Supervisors,Public Administration and Safety,O
899913,Crossing Supervisors,"Transport, Postal and Warehousing",I
899913,Crossing Supervisors,Education and Training,P
899914,Electrical and Telecommunications Trades Assistants,Construction,E
899914,Electrical and Telecommunications Trades Assistants,"Electricity, Gas, Water and Waste Services",D
899914,Electrical and Telecommunications Trades Assistants,Manufacturing,C
899915,Leaflet and Newspaper Deliverers,"Transport, Postal and Warehousing",I
899915,Leaflet and Newspaper Deliverers,"Professional, Scientific and Technical Services",M
899915,Leaflet and Newspaper Deliverers,Manufacturing,C
899916,Mechanic's Assistants,Other Services,S
899916,Mechanic's Assistants,Retail Trade,G
899916,Mechanic's Assistants,Manufacturing,C
899917,Railways Assistants,"Transport, Postal and Warehousing",I
899918,Sign Erectors,Construction,E
899918,Sign Erectors,"Professional, Scientific and Technical Services",M
899918,Sign Erectors,Manufacturing,C
899921,Ticket Collectors and Ushers,Arts and Recreation Services,R
899921,Ticket Collectors and Ushers,Information Media and Telecommunications,J
899921,Ticket Collectors and Ushers,Public Administration and Safety,O
899922,Trolley Collectors,Retail Trade,G
899922,Trolley Collectors,Administrative and Support Services,N
899923,Road Traffic Controllers,Public Administration and Safety,O
899923,Road Traffic Controllers,Construction,E
899923,Road Traffic Controllers,"Professional, Scientific and Technical Services",M
899999,Labourers (not covered elsewhere),Construction,E
899999,Labourers (not covered elsewhere),Manufacturing,C
899999,Labourers (not covered elsewhere),Administrative and Support Services,N
